11,211	4	446002479,8
10,535	8	474626469
10,665	16	468840837,9
10,668	32	468682626,9
10,735	64	465753169,5
10,722	128	466322210
11,834	4	422507837,5
10,346	8	483287904,3
11,600	16	431045630,5
11,875	32	421049085,9
10,293	64	485776465,1
9,983	128	500831380,1
		
		
		
5000000		
		
		Вывод: В силу особенности алгоритма при большом количестве элементов производительность не изменяется от размера окна
